,基金代码,基金简称,2021-07-14-单位净值,2021-07-14-累计净值,2021-07-13-单位净值,2021-07-13-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
224,168204,中融中证煤炭指数(LOF),1.2210,1.2210,1.21,1.21,0.0110,0.91,开放申购,开放赎回,0.00%
225,005143,中融沪港深大消费主题C,1.0581,1.0581,1.0486,1.0486,0.0095,0.91,开放申购,开放赎回,0.00%
226,005777,广发科技动力股票,2.1306,2.1306,2.1117,2.1117,0.0189,0.90,开放申购,开放赎回,0.15%
227,005142,中融沪港深大消费主题A,1.0643,1.0643,1.0548,1.0548,0.0095,0.90,开放申购,开放赎回,0.15%
228,000294,华安生态优先混合,4.7770,5.2650,4.7350,5.2230,0.0420,0.89,开放申购,开放赎回,0.15%
229,000684,长盛养老健康产业灵活配置混合,2.8390,2.8390,2.8140,2.8140,0.0250,0.89,开放申购,开放赎回,0.15%
230,012634,国泰中证医疗ETF联接A,1.0320,1.0320,1.0229,1.0229,0.0091,0.89,开放申购,开放赎回,0.10%
231,012635,国泰中证医疗ETF联接C,1.0319,1.0319,1.0228,1.0228,0.0091,0.89,开放申购,开放赎回,0.00%
232,000960,招商医药健康产业股票,3.4370,3.4370,3.4070,3.4070,0.03,0.88,开放申购,开放赎回,0.15%
233,011069,工银成长精选混合A,1.0191,1.0191,1.0103,1.0103,0.0088,0.87,开放申购,开放赎回,0.15%
234,009951,广发稳健回报混合A,1,1,0.9914,0.9914,0.0086,0.87,开放申购,开放赎回,0.15%
235,009898,民生加银医药健康股票,0.9609,0.9609,0.9526,0.9526,0.0083,0.87,开放申购,开放赎回,0.15%
236,000879,中海医药健康产业精选混合C,2.3590,3.0650,2.3390,3.0450,0.02,0.86,开放申购,开放赎回,0.00%
237,161035,富国中证医药主题指数增强,2.3430,2.3430,2.3230,2.3230,0.02,0.86,开放申购,开放赎回,0.12%
238,310388,申万菱信消费增长混合,2.2320,3.55,2.2130,3.5310,0.0190,0.86,开放申购,开放赎回,0.15%
239,012221,瑞达行业轮动混合A,1.0310,1.0310,1.0222,1.0222,0.0088,0.86,开放申购,开放赎回,0.15%
240,011070,工银成长精选混合C,1.0172,1.0172,1.0085,1.0085,0.0087,0.86,开放申购,开放赎回,0.00%
241,009952,广发稳健回报混合C,0.9964,0.9964,0.9879,0.9879,0.0085,0.86,开放申购,开放赎回,0.00%
242,001135,益民品质升级混合,1.3120,1.3120,1.3010,1.3010,0.0110,0.85,开放申购,开放赎回,0.15%
243,002708,大摩健康产业混合,3.7180,3.7180,3.6870,3.6870,0.0310,0.84,开放申购,开放赎回,0.15%
244,519673,银河康乐股票,3.4740,3.4740,3.4450,3.4450,0.0290,0.84,开放申购,开放赎回,0.15%
245,000878,中海医药健康产业精选混合A,2.5140,3.22,2.4930,3.1990,0.0210,0.84,开放申购,开放赎回,0.15%
246,002214,中海沪港深价值优选混合,1.9310,2.0510,1.9150,2.0350,0.0160,0.84,开放申购,开放赎回,0.15%
247,001180,广发医药卫生联接A,1.3630,1.3630,1.3517,1.3517,0.0113,0.84,开放申购,开放赎回,0.12%
248,008580,九泰久嘉纯债3个月A,1.0681,1.0681,1.0592,1.0592,0.0089,0.84,暂停申购,暂停赎回,0.08%
249,008279,国泰中证煤炭ETF联接A,1.6459,1.6459,1.6323,1.6323,0.0136,0.83,开放申购,开放赎回,0.10%
250,008280,国泰中证煤炭ETF联接C,1.6389,1.6389,1.6254,1.6254,0.0135,0.83,开放申购,开放赎回,0.00%
251,002978,广发医药卫生联接C,1.3494,1.3494,1.3383,1.3383,0.0111,0.83,开放申购,开放赎回,0.00%
252,161032,富国中证煤炭指数(LOF),1.3370,0.9320,1.3260,0.9240,0.0110,0.83,开放申购,开放赎回,0.00%
253,008581,九泰久嘉纯债3个月C,1.0631,1.0631,1.0543,1.0543,0.0088,0.83,暂停申购,暂停赎回,0.00%
254,008618,永赢医药健康A,1.1863,1.1863,1.1767,1.1767,0.0096,0.82,开放申购,开放赎回,0.15%
255,008619,永赢医药健康C,1.1836,1.1836,1.1740,1.1740,0.0096,0.82,开放申购,开放赎回,0.00%
256,010377,广发价值核心混合A,1.0136,1.0136,1.0054,1.0054,0.0082,0.82,开放申购,开放赎回,0.15%
257,010378,广发价值核心混合C,1.0117,1.0117,1.0035,1.0035,0.0082,0.82,开放申购,开放赎回,0.00%
258,009476,建信食品饮料行业股票,1.2215,1.2215,1.2117,1.2117,0.0098,0.81,开放申购,开放赎回,0.15%
259,005043,国寿安保健康科学混合A,2.0575,2.0575,2.0412,2.0412,0.0163,0.80,开放申购,开放赎回,0.15%
260,005044,国寿安保健康科学混合C,2.0307,2.0307,2.0146,2.0146,0.0161,0.80,开放申购,开放赎回,0.00%
261,163118,申万菱信中证申万医药生物指数(LOF),1.1685,1.8996,1.1592,1.8844,0.0093,0.80,开放申购,开放赎回,0.12%
262,160219,国泰国证医药卫生行业指数,1.0333,2.4183,1.0251,2.4101,0.0082,0.80,开放申购,开放赎回,0.10%
263,501009,汇添富中证生物科技指数A,2.6785,2.6785,2.6574,2.6574,0.0211,0.79,开放申购,开放赎回,0.10%
264,501010,汇添富中证生物科技指数C,2.6696,2.6696,2.6486,2.6486,0.0210,0.79,开放申购,开放赎回,0.00%
265,005543,银华心诚灵活配置混合,2.2849,2.5149,2.2669,2.4969,0.0180,0.79,开放申购,开放赎回,0.15%
266,570006,诺德中小盘混合,1.5290,2.4590,1.5170,2.4470,0.0120,0.79,限大额,开放赎回,0.15%
267,860061,光大阳光生活18个月混合C,1.0181,1.0181,1.0101,1.0101,0.0080,0.79,开放申购,开放赎回,0.00%
268,007034,中科沃土沃安中短利率C,1.0114,1.1607,1.0111,1.1604,0.0080,0.79,开放申购,开放赎回,0.00%
269,860008,光大阳光生活18个月混合A,1.7103,2.3242,1.6971,2.3110,0.0132,0.78,暂停申购,开放赎回,1.50%
270,009330,鹏华成长价值混合A,1.3251,1.3251,1.3149,1.3149,0.0102,0.78,开放申购,开放赎回,0.15%
271,009331,鹏华成长价值混合C,1.3129,1.3129,1.3028,1.3028,0.0101,0.78,开放申购,开放赎回,0.00%
272,310308,申万菱信盛利精选混合,1.2075,3.9415,1.1981,3.9321,0.0094,0.78,开放申购,开放赎回,0.15%
273,160311,华夏蓝筹混合(LOF),2.3480,6.9790,2.33,6.9370,0.0180,0.77,开放申购,开放赎回,0.15%
274,240020,华宝医药生物混合,4.5360,4.9750,4.5020,4.9410,0.0340,0.76,开放申购,开放赎回,0.15%
275,006923,前海开源沪港深非周期股票A,1.6079,1.6079,1.5957,1.5957,0.0122,0.76,开放申购,开放赎回,0.15%
276,006924,前海开源沪港深非周期股票C,1.5985,1.5985,1.5864,1.5864,0.0121,0.76,开放申购,开放赎回,0.00%
277,001193,中金消费升级,1.5830,1.5830,1.5710,1.5710,0.0120,0.76,开放申购,开放赎回,0.15%
278,002164,汇添富新睿精选混合C,1.5810,1.6360,1.5690,1.6240,0.0120,0.76,开放申购,开放赎回,0.00%
279,008277,财通资管行业精选混合,1.5035,1.5035,1.4922,1.4922,0.0113,0.76,开放申购,开放赎回,0.15%
280,010054,万家健康产业混合A,1.2813,1.2813,1.2716,1.2716,0.0097,0.76,开放申购,开放赎回,0.15%
281,010055,万家健康产业混合C,1.2763,1.2763,1.2667,1.2667,0.0096,0.76,开放申购,开放赎回,0.00%
282,008424,中融品牌优选混合A,1.2389,1.2389,1.2296,1.2296,0.0093,0.76,开放申购,开放赎回,0.15%
283,519665,银河美丽混合C,3.09,3.6070,3.0670,3.5840,0.0230,0.75,开放申购,开放赎回,0.00%
284,008425,中融品牌优选混合C,1.2224,1.2224,1.2133,1.2133,0.0091,0.75,开放申购,开放赎回,0.00%
285,860060,光大阳光生活18个月混合B,1.0196,1.0196,1.0120,1.0120,0.0076,0.75,开放申购,开放赎回,1.50%
286,519664,银河美丽混合A,3.2610,3.8220,3.2370,3.7980,0.0240,0.74,开放申购,开放赎回,0.15%
287,010994,博时创新经济混合A,1.1225,1.1225,1.1143,1.1143,0.0082,0.74,开放申购,开放赎回,0.15%
288,519987,长信恒利优势混合,1.9330,2.5290,1.9190,2.5150,0.0140,0.73,开放申购,开放赎回,0.15%
289,200006,长城消费增值混合,1.6942,3.1342,1.6820,3.1220,0.0122,0.73,开放申购,开放赎回,0.12%
290,010709,安信医药健康股票A,1.2150,1.2150,1.2062,1.2062,0.0088,0.73,开放申购,开放赎回,0.15%
291,010995,博时创新经济混合C,1.1180,1.1180,1.1099,1.1099,0.0081,0.73,开放申购,开放赎回,0.00%
292,860036,光大阳光混合B,4.1242,4.1242,4.0948,4.0948,0.0294,0.72,开放申购,开放赎回,0.15%
293,860001,光大阳光混合A,4.1231,5.8531,4.0937,5.8237,0.0294,0.72,暂停申购,开放赎回,0.00%
294,860037,光大阳光混合C,4.0980,4.0980,4.0688,4.0688,0.0292,0.72,开放申购,开放赎回,0.00%
295,009414,中银大健康股票A,1.4257,1.4257,1.4155,1.4155,0.0102,0.72,开放申购,开放赎回,0.15%
296,010321,中银大健康股票C,1.4219,1.4219,1.4117,1.4117,0.0102,0.72,开放申购,开放赎回,0.00%
297,007066,浦银安盛先进制造混合A,1.3857,1.3857,1.3758,1.3758,0.0099,0.72,开放申购,开放赎回,0.15%
298,007067,浦银安盛先进制造混合C,1.3784,1.3784,1.3686,1.3686,0.0098,0.72,开放申购,开放赎回,0.00%
299,010710,安信医药健康股票C,1.2119,1.2119,1.2032,1.2032,0.0087,0.72,开放申购,开放赎回,0.00%
300,003284,中邮医药健康混合,2.5938,2.5938,2.5756,2.5756,0.0182,0.71,开放申购,开放赎回,0.15%
301,005450,华夏稳盛灵活配置混合,2.2650,2.2650,2.2490,2.2490,0.0160,0.71,开放申购,开放赎回,0.15%
302,519688,交银精选混合,1.2544,4.1942,1.2456,4.1854,0.0088,0.71,限大额,开放赎回,0.15%
303,008842,同泰远见混合A,1.1526,1.1526,1.1445,1.1445,0.0081,0.71,开放申购,开放赎回,0.15%
304,519736,交银新成长混合,4.5860,4.9860,4.5540,4.9540,0.0320,0.70,限大额,开放赎回,0.15%
305,001816,汇添富新睿精选混合A,1.5820,1.6370,1.5710,1.6260,0.0110,0.70,开放申购,开放赎回,0.15%
306,011651,招商港股通核心精选股票A,1.0231,1.0231,1.0160,1.0160,0.0071,0.70,开放申购,开放赎回,0.15%
307,000376,华安中证细分医药ETF联接C,2.0350,2.0350,2.0210,2.0210,0.0140,0.69,开放申购,开放赎回,0.00%
308,001344,易方达沪深300医药联接A,1.8915,1.8915,1.8785,1.8785,0.0130,0.69,开放申购,开放赎回,0.10%
309,007883,易方达沪深300医药联接C,1.8875,1.8875,1.8746,1.8746,0.0129,0.69,开放申购,开放赎回,0.00%
310,005883,华宝港股通香港精选混合,1.2943,1.2943,1.2854,1.2854,0.0089,0.69,开放申购,开放赎回,0.15%
311,010176,中加新兴消费混合A,1.2573,1.2573,1.2487,1.2487,0.0086,0.69,开放申购,开放赎回,0.15%
312,008843,同泰远见混合C,1.1486,1.1486,1.1407,1.1407,0.0079,0.69,开放申购,开放赎回,0.00%
313,009069,大成睿鑫股票A,1.0472,1.0472,1.04,1.04,0.0072,0.69,开放申购,开放赎回,0.15%
314,009070,大成睿鑫股票C,1.0433,1.0433,1.0361,1.0361,0.0072,0.69,开放申购,开放赎回,0.00%
315,011652,招商港股通核心精选股票C,1.0205,1.0205,1.0135,1.0135,0.0070,0.69,开放申购,开放赎回,0.00%
316,008155,嘉实医药健康100ETF联接C,1.0049,1.0049,0.9980,0.9980,0.0069,0.69,开放申购,开放赎回,0.00%
317,860016,光大阳光启明星创新驱动主题混合A,2.1303,2.5168,2.1160,2.5025,0.0143,0.68,暂停申购,开放赎回,1.00%
318,010177,中加新兴消费混合C,1.2543,1.2543,1.2458,1.2458,0.0085,0.68,开放申购,开放赎回,0.00%
319,501007,汇添富中证互联网医疗指数A,1.2321,1.2321,1.2238,1.2238,0.0083,0.68,开放申购,开放赎回,0.08%
320,501008,汇添富中证互联网医疗指数C,1.2155,1.2155,1.2073,1.2073,0.0082,0.68,开放申购,开放赎回,0.00%
321,001550,天弘中证医药100A,1.2069,1.2069,1.1987,1.1987,0.0082,0.68,开放申购,开放赎回,0.10%
322,001551,天弘中证医药100C,1.1909,1.1909,1.1828,1.1828,0.0081,0.68,开放申购,开放赎回,0.00%
323,008154,嘉实医药健康100ETF联接A,1.0053,1.0053,0.9985,0.9985,0.0068,0.68,开放申购,开放赎回,0.12%
324,000373,华安中证细分医药ETF联接A,2.0920,2.0920,2.0780,2.0780,0.0140,0.67,开放申购,开放赎回,0.12%
325,009240,泰康蓝筹优势一年持有股票,1.1253,1.1253,1.1178,1.1178,0.0075,0.67,开放申购,暂停赎回,0.15%
326,860052,光大阳光启明星创新驱动主题混合B,1.1084,1.2350,1.1010,1.2276,0.0074,0.67,开放申购,开放赎回,0.12%
327,860053,光大阳光启明星创新驱动主题混合C,1.1047,1.2352,1.0973,1.2278,0.0074,0.67,开放申购,开放赎回,0.00%
328,008871,大成睿裕六月持有股票A,1.2112,1.2112,1.2032,1.2032,0.0080,0.66,开放申购,开放赎回,0.15%
329,008872,大成睿裕六月持有股票C,1.2031,1.2031,1.1952,1.1952,0.0079,0.66,开放申购,开放赎回,0.00%
330,006756,国泰中证生物医药ETF联接A,1.9043,1.9043,1.8921,1.8921,0.0122,0.64,开放申购,开放赎回,0.10%
331,006757,国泰中证生物医药ETF联接C,1.8845,1.8845,1.8725,1.8725,0.0120,0.64,开放申购,开放赎回,0.00%
332,000059,国联安中证医药100A,1.4709,2.0309,1.4616,2.0216,0.0093,0.64,开放申购,开放赎回,0.12%
333,000001,华夏成长混合,1.4110,3.9220,1.4020,3.9130,0.0090,0.64,开放申购,开放赎回,0.15%
334,519993,长信增利动态策略混合,1.1666,3.1444,1.1592,3.1370,0.0074,0.64,开放申购,开放赎回,0.15%
335,010366,鹏华中证医药卫生(LOF)C,1.1050,1.1050,1.0980,1.0980,0.0070,0.64,开放申购,开放赎回,0.00%
336,005847,富国沪港深业绩驱动混合型A,2.2192,2.2192,2.2053,2.2053,0.0139,0.63,限大额,开放赎回,0.15%
337,011117,富国沪港深业绩驱动混合型C,2.2122,2.2122,2.1984,2.1984,0.0138,0.63,限大额,开放赎回,0.00%
338,519171,浦银安盛医疗健康混合,1.9310,2.1810,1.9190,2.1690,0.0120,0.63,开放申购,开放赎回,0.15%
339,006569,国联安中证医药100C,1.4991,1.4991,1.4897,1.4897,0.0094,0.63,开放申购,开放赎回,0.00%
340,001171,工银养老产业股票A,2.4380,2.4380,2.4230,2.4230,0.0150,0.62,开放申购,开放赎回,0.15%
341,012238,工银养老产业股票C,2.4360,2.4360,2.4210,2.4210,0.0150,0.62,开放申购,开放赎回,0.00%
342,006881,华宝大健康混合,2.4353,2.4353,2.4202,2.4202,0.0151,0.62,开放申购,开放赎回,0.15%
343,009548,汇添富中盘价值精选混合A,1.3366,1.3366,1.3284,1.3284,0.0082,0.62,开放申购,开放赎回,0.15%
344,009549,汇添富中盘价值精选混合C,1.3286,1.3286,1.3204,1.3204,0.0082,0.62,开放申购,开放赎回,0.00%
345,010536,泰康优势企业混合A,0.9524,0.9524,0.9465,0.9465,0.0059,0.62,开放申购,开放赎回,1.50%
346,161611,融通内需驱动混合,2.4740,2.5940,2.4590,2.5790,0.0150,0.61,开放申购,开放赎回,0.15%
347,560003,益民创新优势混合,1.6858,1.7058,1.6755,1.6955,0.0103,0.61,开放申购,开放赎回,0.15%
348,160635,鹏华中证医药卫生(LOF)A,1.6520,1.4940,1.6420,1.4850,0.01,0.61,开放申购,开放赎回,0.12%
349,008551,东财医药A,1.5204,1.5204,1.5112,1.5112,0.0092,0.61,开放申购,开放赎回,0.10%
350,165519,信诚中证800医药指数(LOF),1.4930,2.1980,1.4840,2.1890,0.0090,0.61,开放申购,开放赎回,0.12%
351,003333,泰信智选成长混合,1.2625,1.2625,1.2549,1.2549,0.0076,0.61,开放申购,开放赎回,0.15%
352,004596,中科沃土沃安中短利率A,1.0120,1.1311,1.0117,1.1308,0.0062,0.61,开放申购,开放赎回,0.04%
353,010537,泰康优势企业混合C,0.9497,0.9497,0.9439,0.9439,0.0058,0.61,开放申购,开放赎回,0.00%
354,560002,益民红利成长混合,0.8611,2.1377,0.8559,2.1283,0.0052,0.61,开放申购,开放赎回,0.15%
355,007076,汇添富中证医药ETF联接A,1.6988,1.6988,1.6887,1.6887,0.0101,0.60,开放申购,开放赎回,0.10%
356,007077,汇添富中证医药ETF联接C,1.6834,1.6834,1.6734,1.6734,0.01,0.60,开放申购,开放赎回,0.00%
357,008552,东财医药C,1.5156,1.5156,1.5065,1.5065,0.0091,0.60,开放申购,开放赎回,0.00%
358,006537,恒生前海港股通精选混合,1.3175,1.3175,1.3098,1.3098,0.0077,0.59,开放申购,开放赎回,0.15%
359,010298,汇添富品牌驱动六个月持有混合,1.1136,1.1136,1.1071,1.1071,0.0065,0.59,开放申购,开放赎回,0.15%
360,010434,红土创新医疗保健股票,1.0370,1.0370,1.0309,1.0309,0.0061,0.59,开放申购,开放赎回,0.15%
361,002582,招商丰凯混合C,1.5730,1.5730,1.5640,1.5640,0.0090,0.58,限大额,开放赎回,0.15%
362,008133,华安优质生活混合,1.5619,1.5619,1.5529,1.5529,0.0090,0.58,开放申购,开放赎回,0.15%
363,011384,南方远见回报股票A,1.0522,1.0522,1.0461,1.0461,0.0061,0.58,开放申购,开放赎回,0.15%
364,006759,银河乐活优萃混合,1.9824,1.9824,1.9712,1.9712,0.0112,0.57,开放申购,开放赎回,0.15%
365,161725,招商中证白酒指数(LOF)A,1.4567,3.0878,1.4485,3.0796,0.0082,0.57,开放申购,开放赎回,0.10%
366,012414,招商中证白酒指数(LOF)C,1.4567,1.4567,1.4484,1.4484,0.0083,0.57,开放申购,开放赎回,0.00%
367,011385,南方远见回报股票C,1.0502,1.0502,1.0442,1.0442,0.0060,0.57,开放申购,开放赎回,0.00%
368,006341,中金MSCI质量A,2.7691,2.7691,2.7539,2.7539,0.0152,0.55,开放申购,开放赎回,0.10%
369,006342,中金MSCI质量C,2.7576,2.7576,2.7425,2.7425,0.0151,0.55,开放申购,开放赎回,0.00%
370,320005,诺安价值增长混合,1.8940,2.8390,1.8837,2.8287,0.0103,0.55,开放申购,开放赎回,0.15%
371,009527,浙商汇金新兴消费混合,1.5966,2.1966,1.5879,2.1879,0.0087,0.55,开放申购,开放赎回,0.15%
372,050123,博时天颐债券C,1.4740,1.7170,1.4660,1.7090,0.0080,0.55,开放申购,开放赎回,0.00%
373,002515,招商丰益混合C,1.2870,1.5940,1.28,1.5870,0.0070,0.55,限大额,开放赎回,1.50%
374,010421,海富通消费优选混合A,1.0058,1.0058,1.0003,1.0003,0.0055,0.55,开放申购,开放赎回,0.15%
375,010422,海富通消费优选混合C,1.0045,1.0045,0.9990,0.9990,0.0055,0.55,开放申购,开放赎回,0.00%
376,001791,大成绝对收益策略混合A,0.9070,0.9070,0.9020,0.9020,0.0050,0.55,开放申购,开放赎回,0.15%
377,005395,泓德臻远回报混合,1.9683,2.1083,1.9577,2.0977,0.0106,0.54,限大额,开放赎回,0.15%
378,001365,大成正向回报灵活配置混合,1.8480,1.8480,1.8380,1.8380,0.01,0.54,开放申购,开放赎回,0.15%
379,010586,创金合信医药消费股票C,1.0873,1.0873,1.0815,1.0815,0.0058,0.54,开放申购,开放赎回,0.00%
380,377150,上投摩根健康品质生活混合,4.8559,4.8559,4.8305,4.8305,0.0254,0.53,开放申购,开放赎回,0.15%
381,002581,招商丰凯混合A,1.7010,1.7010,1.6920,1.6920,0.0090,0.53,限大额,开放赎回,0.15%
382,010585,创金合信医药消费股票A,1.0906,1.0906,1.0848,1.0848,0.0058,0.53,开放申购,开放赎回,0.15%
383,000628,大成高新技术产业股票A,3.2730,3.2730,3.2560,3.2560,0.0170,0.52,开放申购,开放赎回,0.15%
384,011066,大成高新技术产业股票C,3.2660,3.2660,3.2490,3.2490,0.0170,0.52,开放申购,开放赎回,0.00%
385,180028,银华永祥灵活配置混合,1.9270,3.1860,1.9170,3.17,0.01,0.52,开放申购,开放赎回,0.15%
386,002001,华夏回报混合A,1.9250,5.3140,1.9150,5.3040,0.01,0.52,限大额,开放赎回,0.15%
387,501087,交银瑞丰三年封闭混合,1.7729,1.7729,1.7638,1.7638,0.0091,0.52,暂停申购,暂停赎回,0.15%
388,050023,博时天颐债券A,1.5330,1.7860,1.5250,1.7780,0.0080,0.52,开放申购,开放赎回,0.08%
389,501039,汇添富睿丰混合(LOF)A,1.3299,1.3299,1.3230,1.3230,0.0069,0.52,开放申购,开放赎回,0.12%
390,501040,汇添富睿丰混合(LOF)C,1.3098,1.3098,1.3030,1.3030,0.0068,0.52,开放申购,开放赎回,0.00%
391,001631,天弘中证食品饮料指数A,3.4265,3.5046,3.4092,3.4873,0.0173,0.51,开放申购,开放赎回,0.10%
392,001632,天弘中证食品饮料指数C,3.3822,3.4598,3.3651,3.4427,0.0171,0.51,开放申购,开放赎回,0.00%
393,005481,银华瑞泰灵活配置混合,2.2680,2.3980,2.2565,2.3865,0.0115,0.51,开放申购,开放赎回,0.15%
394,001726,汇添富新兴消费股票,2.1590,2.1590,2.1480,2.1480,0.0110,0.51,开放申购,开放赎回,0.15%
395,010481,添富高质量成长精选2年混合,1.0110,1.0110,1.0059,1.0059,0.0051,0.51,开放申购,封闭期,1.50%
396,206007,鹏华消费优选混合,5.0630,5.0630,5.0380,5.0380,0.0250,0.50,开放申购,开放赎回,0.15%
397,160322,华夏港股通精选股票发起式(LOF)A,1.6565,1.7065,1.6482,1.6982,0.0083,0.50,开放申购,开放赎回,0.15%
398,002021,华夏回报二号混合,1.6040,4.0390,1.5960,4.0310,0.0080,0.50,限大额,开放赎回,0.20%
399,002514,招商丰益混合A,1.3950,1.7380,1.3880,1.7310,0.0070,0.50,限大额,开放赎回,1.50%
400,011186,信达澳银至诚精选混合,1.0214,1.0214,1.0163,1.0163,0.0051,0.50,开放申购,开放赎回,0.15%
401,011220,南方匠心优选股票A,0.8973,0.8973,0.8928,0.8928,0.0045,0.50,开放申购,开放赎回,0.15%
402,519778,交银经济新动力混合,3.5135,3.5135,3.4962,3.4962,0.0173,0.49,开放申购,开放赎回,0.15%
